chr	start	end	ctype	areaStat
chr4	153683876	153684169	T	286.6062205777398
chr8	926482	926888	N	286.14088856306535
chr18	79792828	79793300	T	286.10777948401005
chr17	81519359	81519532	T	285.54670586683164
chr16	49277882	49278165	T	285.429760571079
chr1	15260500	15261009	N	285.2600045861898
chr19	10049023	10049422	N	285.24160081435
chr2	115343886	115344266	N	285.18531933788154
chr17	30646515	30647020	T	284.98846301546064
chr19	47299990	47300398	T	284.5438436394488
chr16	51134416	51134592	T	284.1916826569666
chrX	41448021	41448477	T	283.9973704869276
chr5	135034711	135035184	T	283.7665293867767
chr7	63492792	63493290	N	283.1997049731217
chr6	10558482	10558893	N	282.79919695309627
chr7	1387470	1387750	N	282.7268489926564
chr8	137311455	137311909	T	282.50699177597926
chr3	128486802	128486942	T	282.1124548332434
chr1	147083979	147084333	T	281.4532019051121
chr1	229747024	229747244	N	281.0184350134027
chr4	98612685	98613025	T	280.9239218714031
chr7	29194247	29194446	T	280.809092105379
chr7	109201930	109202303	N	280.5132287235988
chr20	34476200	34476381	T	280.1874132177695
chr5	115179063	115179266	T	280.13853621410544
chrX	25404303	25404696	N	279.4489036446373
chr16	89053358	89053657	N	279.1457656218299
chr14	32509848	32510295	N	277.6347491951924
chr8	23898189	23898488	N	277.55422317269563
chr19	15910272	15910599	N	277.0681607060269
chr12	124904611	124905112	N	276.63626513652525
chr19	54958863	54959327	T	276.36587695799653
chrX	78472012	78472463	N	276.3570346664817
chr1	168104495	168104947	T	276.301237091689
chr4	181807136	181807642	N	275.53563111548647
chr3	42811437	42811873	T	275.40589352678035
chr11	97076606	97077031	N	275.2225901636993
chr14	38845749	38846183	N	275.20607646728604
chr2	31581685	31582028	N	275.1907343156927
chr16	578923	579360	T	274.9641428353484
chr7	115437745	115438067	N	274.7962868608083
chr12	6767743	6768162	N	274.19515372172214
chr7	147905602	147905977	N	273.8452779805357
chr8	48007792	48008031	N	273.5801765510764
chr19	44875425	44875894	T	273.56832645750865
chr1	209626794	209627268	T	273.4404361300467
chr8	39654187	39654420	N	273.1078545176438
chr20	4972431	4972836	T	272.16169466145675
chr19	49823304	49823768	T	272.138775492067
chr4	188084359	188084809	T	272.0880731950947
chr13	42039416	42039733	T	271.2618914351499
chr16	88146839	88147336	T	271.0924096990502
chr11	97198524	97198857	N	271.0909711961067
chr2	142444332	142444733	N	269.6128866967083
chr13	42988497	42988717	T	269.08144871400145
chr2	140683652	140683994	N	268.79838251283763
chr7	63620	63954	T	268.42611565444986
chr16	88835867	88836123	T	268.4031780821824
chrX	76687862	76688146	N	268.2592472780348
chr1	240729809	240730166	N	268.1926260082905
chr15	37498243	37498636	N	267.12775378942297
chr9	134535045	134535421	N	266.2965755186767
chr1	236064113	236064530	T	266.1181821217656
chr17	62965434	62965845	T	265.9256901509243
chr1	14387987	14388238	N	265.7150769362697
chr7	34809229	34809673	N	265.4103408790652
chr2	237537984	237538487	T	265.210563792235
chr3	11139371	11139882	N	264.8606289605848
chr16	3160011	3160272	T	264.6458757149885
chr2	941911	942147	N	264.4745962664215
chr8	144536576	144537023	T	264.4094564521906
chr2	62048212	62048378	T	264.3767806494616
chr13	22533831	22534070	N	263.721746894867
chr6	158821447	158821802	T	263.2505010229038
chr3	75621804	75622250	T	262.7330264832988
chr2	43565814	43566286	T	262.6719318073647
chr17	43937872	43938152	T	262.474689605202
chr9	117140933	117141415	N	261.7955471973144
chr5	74765866	74766282	N	261.758005762053
chr1	180913182	180913455	T	261.3889172759291
chr2	136859866	136860252	N	261.341920436126
chr22	40371372	40371857	N	260.33927289493204
chr16	30561169	30561418	T	260.1094116120328
chr9	21197359	21197736	T	259.0460641686748
chr13	58610821	58611049	N	258.9670727440673
chr19	51655683	51656105	N	258.2393185482001
chr9	24571248	24571458	N	258.2229489406659
chr14	98635072	98635262	N	257.9684988908839
chr22	32271635	32272116	T	257.92346155041923
chr13	113624825	113625145	N	257.6902311629024
chr1	228214034	228214335	T	257.67639375900853
chr18	30991774	30992160	N	257.18253819258734
chr5	2334941	2335341	N	256.98459653050713
chr14	104598095	104598520	N	256.9000085765142
chr1	15135570	15136001	T	256.8090336352161
chr2	136585385	136585604	N	256.5942171588654
chr2	220278779	220279164	N	255.8188580662095
chr1	33509552	33509992	N	255.16105836387945
chr15	23540878	23541359	T	254.17633309031496
chr6	32703982	32704265	N	254.1188035594721
chr21	45302861	45303291	T	254.093156530726
chr2	118186495	118186738	T	253.9982840418949
chr18	79785079	79785309	N	253.9609248765796
chr1	202651841	202652212	N	253.4853626867676
chr12	130109702	130110071	N	253.370516055164
chr1	22539661	22540133	T	253.3333624703755
chr3	80286592	80286757	N	253.1265838735456
chr18	80032940	80033290	T	252.9322539837242
chr20	45373301	45373689	T	252.88914096009057
chr10	133226465	133226810	T	252.7598071646385
chr18	40612835	40613241	N	252.58662090498
chr19	10232408	10232916	T	252.58293607592668
chr22	19869186	19869479	N	252.47688800614367
chr21	38257197	38257627	N	252.358435579878
chrX	20910015	20910481	N	252.1288439796704
chr12	116547982	116548372	T	252.0685236996109
chr19	6710700	6711121	T	251.8131460873905
chr17	81045830	81046306	T	251.8064248120245
chr14	24558929	24559213	N	251.4227788117164
chr10	120650389	120650610	N	251.29444422842744
chr7	93573958	93574449	T	251.1810047473564
chr8	52892828	52893098	N	251.07994166190565
chr13	114280506	114280862	T	250.1777225312589
chr16	34917100	34917374	N	249.85654888382965
chr14	58396258	58396490	T	249.70736845585589
chr19	22214331	22214765	N	248.8296663554184
chr20	49981906	49982354	T	248.55248689591144
chr8	110534051	110534273	N	248.2409722547661
chrX	105058010	105058365	N	247.98337334178905
chr2	163679218	163679452	T	247.96266706686697
chr20	9955371	9955477	N	247.6303112356577
chr22	32206761	32207250	T	247.4065570104549
chr16	426764	427100	T	247.3269918857132
chr17	21010441	21010948	T	246.8644277485705
chr9	1704706	1705103	N	246.77829259895705
chr22	31254705	31254937	T	246.75664991281428
chr1	18931601	18932087	T	246.3790525194136
chr13	112943797	112944144	T	246.37402785955143
chr20	62963936	62964372	N	246.07877333535816
chr2	162744594	162744872	N	245.79822564710275
chr14	101121126	101121601	T	245.7962625868832
chr3	45796254	45796425	T	245.76679768106533
chr11	58232964	58233234	N	245.2567641611849
chr7	102125271	102125649	T	245.1264491159413
chr7	158144966	158145405	N	244.84702050544183
chr4	164747003	164747450	N	244.1703110385965
chr6	96129022	96129243	N	243.9160786080716
chr1	148246119	148246458	T	243.73387722837103
chr5	18014855	18015026	N	243.579843324688
chr14	105047786	105048246	T	243.45931554875324
chr19	49544938	49545352	T	243.23597180553952
chr13	53337963	53338302	N	242.836997237424
chr11	71147194	71147649	N	242.7209056588977
chr22	15510248	15510561	N	242.6744327492679
chr5	151223160	151223653	T	242.4911126344939
chr3	54071824	54072218	N	242.46911416070725
chr8	1302844	1303257	N	242.0842275203704
chr2	236389195	236389437	N	241.9351484267545
chr3	68931850	68932077	T	241.1657988505258
chr9	137296187	137296377	T	240.88967422184555
chr7	63670470	63670928	N	240.7275929955972
chr5	157511477	157511983	N	240.57101961333865
chr3	69012923	69013100	T	239.93586686582464
chr1	28511430	28511883	T	239.86484902119585
chr14	47540080	47540491	T	239.47061796909568
chr20	31427283	31427525	N	239.3206073224924
chr8	114637009	114637262	N	239.01938530471625
chr11	70558746	70559148	N	238.85888325954693
chr14	95871947	95872129	N	238.74121812920703
chr4	159715117	159715411	N	238.57130220645377
chr12	129798982	129799276	N	238.45116138861545
chr13	111974131	111974491	N	238.44722998506904
chr18	58287302	58287796	N	237.7698745041946
chr2	135033563	135033950	N	237.4360579061604
chr4	44181435	44181866	N	237.1832263365413
chr10	132784957	132785114	T	236.7804630206233
chr16	89242324	89242702	T	236.76558627952795
chr10	35607407	35607818	T	236.1989083162548
chr9	23783915	23784193	N	235.99989783899628
chr10	45259736	45260199	N	235.66899920044943
chr16	80753329	80753817	N	235.3163540341961
chr15	68754714	68755090	T	235.23279588134253
chr19	1700514	1700841	N	234.95033709058885
chr10	37575410	37575679	N	234.50283540932787
chr10	15970789	15971193	N	234.3152833736281
chr7	64784300	64784523	N	234.2920954991309
chr12	59596893	59597396	T	234.237956281695
chr19	44770300	44770523	T	233.88116214276488
chr12	121467951	121468388	T	233.14751246211225
chr13	101820979	101821286	N	233.10049647125288
chr5	1480274	1480737	T	232.7758573731824
chr1	100133901	100134366	N	232.66978655631283
chr5	2743406	2743519	T	232.5576891785986
chr11	44623400	44623696	T	232.15677730733205
chr19	20060785	20061234	N	232.0988180162583
chr19	35446196	35446563	T	231.69557602332569
chr2	137290045	137290494	N	231.64944647546645
chr1	40802600	40803038	T	231.6227176018649
chr19	49960683	49961018	N	231.4834795239144
chr5	18551735	18552224	N	231.2950930081131
chr10	83786660	83786905	N	231.09382887967604
chr1	1630897	1631077	T	229.98568988429724
chr20	64205716	64205888	N	229.59026081501133
chr1	9809398	9809849	T	229.0455985986382
chr17	79389948	79390102	N	228.8917344754041
chr14	97298544	97299018	N	228.845889719084
chr20	44719858	44720143	T	228.18855191481816
chr8	47764825	47765270	T	228.082618733718
chr21	20123833	20124068	N	227.89878152107624
chr2	66468153	66468600	T	227.7135228583852
chr14	51093474	51093585	T	227.6062885782924
chr17	75713787	75713969	N	227.56713480889653
chr5	75052182	75052542	T	227.2856268073292
chr22	39567467	39567884	T	227.195066090208
chr8	142975832	142976342	N	227.05643821998228
chr1	11562522	11563017	N	226.9139510560376
chr19	1468849	1469086	T	226.7825138931198
chr17	41773370	41773614	T	226.51617292231825
chr14	83594304	83594814	T	226.4520483999372
chr17	44989581	44989888	T	225.9066895464557
chr11	70670881	70671008	N	225.89359801372984
chr6	36340582	36340941	T	225.2911260908013
chr12	53397566	53397853	N	225.2862209342552
chr7	20717931	20718267	T	225.1921463027957
chr5	25384132	25384306	N	225.0960692224387
chr8	54368561	54368842	N	224.4504288081244
chr8	22024863	22024998	T	224.22732984643767
chr3	161372230	161372596	T	223.90962046082768
chr19	40575962	40576191	T	223.87054178334665
chr9	138150369	138150739	T	223.71381960703275
chr22	42553297	42553538	T	223.50074882207537
chr15	40874707	40875099	T	223.46230221458427
chr15	98806593	98807072	T	223.1773999845149
chr14	41469420	41469662	N	223.0159400085629
chr7	74094571	74094857	T	222.10693020873896
chr7	22357288	22357425	T	222.0408521929136
chr1	149706932	149707388	T	221.7672361586242
chr3	78171636	78171893	N	221.08508548936243
chr1	1607155	1607527	T	221.0539420811449
chr22	46536432	46536605	T	220.97216276415384
chr7	12684740	12685054	T	220.8076042539224
chr16	70188545	70188984	T	220.7400308045062
chr17	66303727	66303914	T	220.55067843441967
chr5	29874389	29874710	N	220.5034021427914
chr1	18290932	18291215	N	220.4339015285409
chr9	36864864	36865042	T	220.304659681389
chr6	100049048	100049297	N	220.0197754550913
chr12	113093137	113093379	T	219.84606316262216
chr3	193974006	193974487	T	219.65712518612645
chrX	75216822	75217285	N	219.5897185439267
chr2	76445057	76445443	N	219.57036446268785
chr6	78336176	78336572	N	219.5581775330316
chr1	12173551	12174035	T	219.2450349273704
chr5	141432132	141432481	T	219.0679550291884
chr5	127031258	127031442	T	218.8204386992427
chrX	47936346	47936846	T	218.2166232895836
chr5	172140128	172140525	T	218.0557611252775
chr4	304193	304550	N	217.85646214105984
chr14	99527879	99528195	T	217.7690067360454
chr2	236640359	236640771	N	217.7579441569937
chr3	87661205	87661436	N	217.7419857910949
chr7	67628704	67629055	N	217.5782316965781
chr5	2644728	2644948	N	217.45107693700425
chr2	54725094	54725603	T	217.2942267453318
chr9	114314106	114314478	T	217.251361498054
chrX	146756217	146756672	N	217.0952114041654
chr3	308869	309190	T	216.8566842648397
chr6	102722139	102722550	N	216.72652197498385
chr11	70544896	70545244	N	216.53431736342804
chr22	47299796	47300276	N	216.47519711145603
chr22	32269875	32270137	T	216.3674557975905
chr19	58438565	58438975	N	216.28772300562696
chr11	9383991	9384216	N	216.09301746749315
chr8	5561501	5561935	N	216.068322843702
chr8	77940545	77940815	N	215.9420774106486
chr6	83334183	83334444	N	215.9264712602476
chr7	154750430	154750785	N	215.37464006237497
chr12	30517988	30518427	T	215.107525526016
chr2	100878001	100878418	T	215.07021850055503
chr6	166797657	166798035	N	214.8309071165245
chr22	19480727	19481120	N	214.6670011429541
chr17	1948706	1949151	T	214.6065918818813
chr5	154770877	154771098	T	214.5398179890625
chr15	72197822	72198005	T	214.23747041807644
chr6	163309689	163309953	T	214.221936582353
chr7	157794227	157794419	N	213.93040025303048
chr17	13262737	13263178	N	213.9029324970452
chr16	12348679	12349146	T	213.07429410200484
chr2	87509261	87509587	T	213.0551271324075
chr14	73537265	73537474	T	212.83576125940272
chr16	73071006	73071440	T	212.6654635997833
chr13	71505032	71505372	N	212.2676903423776
chr9	97873131	97873321	N	211.9082018137324
chr3	194056272	194056608	T	211.8496463462984
chr10	49069969	49070247	N	211.5721053381621
chr17	44354769	44354940	T	211.52432703099976
chr13	24680989	24681349	T	211.3765999506716
chr2	52457680	52458121	T	211.29834961871256
chr18	6270780	6271282	T	211.13393426144148
chr4	53563564	53564051	T	210.36086842315945
chr19	49061544	49061864	T	210.33413020348644
chr16	67975171	67975630	T	210.1703052117637
chr8	142251287	142251713	N	209.9418741860032
chr2	109761139	109761583	T	209.8325602374416
chr12	120394664	120394881	T	209.8182577503572
chr6	156883417	156883734	T	209.7886664048674
chr6	28063370	28063752	N	209.5335590454265
chr11	2732654	2732796	N	209.46212225571617
chr7	156948930	156949169	T	208.82834294008944
chr21	41899484	41899798	T	208.65185027711823
chr1	186909385	186909779	T	208.53818368598425
chr16	52506	52760	T	207.69746787754684
chr12	54498618	54499114	T	207.39731578832925
chr6	36334016	36334522	T	207.1273000289268
chr10	20785811	20785996	N	206.8360582866419
chr19	4373380	4373786	T	206.4678052613188
chr3	153902424	153902680	T	206.42916776929903
chr13	108025041	108025297	N	206.41267829474964
chr10	118841107	118841587	T	206.1570116513585
chr11	616254	616503	T	206.0853204356013
chr9	104641235	104641746	N	205.7506160854059
chr4	146583310	146583785	N	205.6901905252762
chr16	32474974	32475231	N	205.64172530312635
chr21	40004797	40005185	N	205.61758854596545
chr8	3193450	3193845	N	205.2373541208317
chr10	38811712	38812134	N	205.145362624518
chr19	58404658	58405081	N	205.1116354052297
chr5	96837404	96837564	T	205.0325449693444
chr2	114923325	114923755	N	204.87964088530865
chr14	95909483	95909704	N	204.8541682402672
chrX	76874099	76874335	N	204.7800825222089
chr21	35428585	35428936	T	204.60407796413824
chr19	14362960	14363262	T	204.5706671620433
chr20	61887407	61887914	N	204.5659992494097
chr13	92064417	92064900	N	204.46367088860325
chr17	78112651	78112867	T	203.99199834900128
chr12	96110032	96110370	T	203.93487651161195
chr18	73984209	73984630	N	203.6386690092329
chr16	26752914	26753286	N	203.49636727418192
chr22	37324268	37324547	N	203.4534864351472
chr5	6417743	6418179	N	203.1398653941817
chr17	38473004	38473423	T	203.0735509351657
chrX	150982527	150982795	T	203.0217581719756
chr17	72053254	72053618	T	202.9581285704794
chr6	8999125	8999288	T	202.82819061915507
chr14	20684967	20685423	N	202.77448813790488
chr3	69480588	69481009	T	202.4647049345917
chr5	170534892	170535302	T	202.3775889726689
chr5	2009933	2010373	N	202.05888914232835
chr3	195144500	195144989	T	202.01492086976123
chr1	1412361	1412703	T	201.9295041921989
chr16	28862457	28862692	N	201.87073453497328
chr10	133205225	133205515	N	201.82618541743523
chr5	169584727	169585011	N	201.3735620669784
chr5	16466520	16466728	N	200.9150971268441
chr7	97541095	97541427	N	200.8648331138884
chr1	15384341	15384821	T	200.8569935738235
chr5	5907499	5907910	N	200.74920040236748
chr11	97854828	97855148	N	200.6958396587449
chr12	119498394	119498814	N	200.5811185589846
chr22	20036079	20036476	T	200.4140428992073
chr4	120923103	120923345	T	200.21548632040503
chr11	269731	270238	T	200.0270298678397
