chr	start	end	ctype	areaStat
chr20	20363766	20363934	T	221.72297204970903
chr8	4044558	4044775	N	221.663066771748
chr10	95291298	95291596	T	221.64965840477885
chr20	62216253	62216494	N	221.636369786655
chr17	45043693	45044110	N	221.61918524243129
chr12	131274948	131275378	N	221.6186961363057
chr5	179110033	179110304	N	221.6098870823355
chr9	98191876	98192176	T	221.60441267364536
chr1	68810413	68810916	N	221.5825740055513
chr11	4335148	4335625	N	221.5774434573857
chr8	71843857	71844079	T	221.5734632652725
chr15	40926061	40926249	T	221.57311317553808
chr19	35774704	35775089	N	221.56407912977463
chr9	121299269	121299555	T	221.55191301065497
chr2	113888543	113888959	T	221.55154966388136
chr15	100891597	100891924	N	221.5367021366997
chr19	53787974	53788256	N	221.5314511748857
chr11	7651767	7652178	N	221.49919396977225
chr17	71102036	71102516	N	221.4771050977384
chr6	157203380	157203809	T	221.4649880378647
chr11	100452811	100453147	N	221.45080187383087
chr3	51056061	51056527	N	221.43889879046085
chr1	15270867	15271205	T	221.4374609546389
chr18	78902420	78902818	N	221.40855417195007
chr5	11353358	11353781	N	221.39730161651755
chr10	15445595	15446051	N	221.389171792946
chr1	216710940	216711441	T	221.38502778761404
chr16	10542989	10543417	T	221.3804768994264
chr7	104905017	104905519	T	221.3666161152824
chr17	35764808	35765106	T	221.3342280143304
chr13	113883470	113883571	N	221.30503216403417
chr9	137922167	137922610	N	221.30219391815623
chr2	100466275	100466786	N	221.27927310383348
chr7	157910396	157910514	N	221.2728940227271
chr7	128410854	128411059	T	221.25464097441545
chr6	33207231	33207576	T	221.2335672536956
chr4	789808	790167	T	221.22023879562835
chr2	223942627	223943095	N	221.2005341359113
chr4	41212616	41212942	T	221.1918997365672
chr11	72822523	72822794	T	221.1854865206756
chr21	44517618	44517899	N	221.1784765054881
chr15	32251327	32251600	N	221.1473431106585
chr1	209499053	209499297	N	221.13138660543427
chr3	127630072	127630471	T	221.12614263166188
chr16	3503352	3503861	T	221.09932961187133
chr1	20223782	20224187	T	221.0957877379292
chr3	78171636	78171893	N	221.08508548936243
chr7	76465672	76466169	T	221.0627160822646
chr1	1607155	1607527	T	221.0539420811449
chr22	48902472	48902803	N	221.0449992658428
chr12	6699839	6700098	T	221.03656592572224
chr5	179153417	179153833	N	221.0186745900812
chr10	18710427	18710869	N	221.01544023160204
chr12	2135907	2136219	N	221.010987749803
chr9	98921191	98921625	T	220.995440863308
chr19	1325140	1325281	T	220.987074260336
chr18	78131637	78131971	N	220.9862892916124
chr22	46536432	46536605	T	220.97216276415384
chr3	134373229	134373571	N	220.9707280449893
chr12	119153809	119154247	T	220.9704432505964
chr11	109422156	109422344	T	220.95931636908315
chr7	50141797	50142019	N	220.916402324142
chr6	28884349	28884721	T	220.912764937083
chr20	61786111	61786582	N	220.8921320219929
chr16	23000868	23001322	N	220.8866845345492
chr9	137300566	137300863	T	220.86682160839013
chr8	54476414	54476781	N	220.8121323759126
chr7	12684740	12685054	T	220.8076042539224
chr1	46533505	46533712	T	220.8023812526767
chr5	169409340	169409845	N	220.78215198029056
chr2	94716150	94716446	N	220.7692978876762
chr7	151382045	151382368	T	220.76832134006509
chr1	41381893	41382047	T	220.74129279361523
chr16	70188545	70188984	T	220.7400308045062
chr18	42775413	42775653	N	220.69222861820708
chr9	130154330	130154799	T	220.6857625335884
chr6	103496869	103497171	N	220.66525183192107
chrX	73127134	73127611	N	220.64425160685772
chr21	10651485	10651778	N	220.60302870912932
chr4	8105390	8105757	N	220.58100091948583
chr19	50863038	50863465	N	220.55315230965107
chr20	53187143	53187423	N	220.55095174926373
chr17	66303727	66303914	T	220.55067843441967
chr4	8980602	8981024	N	220.54365645688856
chr9	9058510	9058831	N	220.54078292525264
chr17	41733845	41734039	T	220.5389746931192
chr18	40932695	40932866	N	220.53678041138096
chr5	29874389	29874710	N	220.5034021427914
chr3	184563617	184564125	T	220.47578830473503
chr18	67726100	67726499	N	220.4741742250494
chr13	112828075	112828208	T	220.46670257497453
chr19	44371691	44372105	N	220.4563910889952
chr1	2051053	2051228	T	220.4498875232889
chr19	47092250	47092709	N	220.4453075368156
chr16	5398807	5399240	N	220.43815598154333
chr1	18290932	18291215	N	220.4339015285409
chr10	54196242	54196593	N	220.3773008316423
chr2	231366732	231366975	T	220.3575740474871
chr2	230029009	230029276	T	220.3463521757976
chr10	69053916	69054253	T	220.33672593673964
chr22	34208816	34209269	N	220.3131944057568
chr9	36864864	36865042	T	220.304659681389
chr14	52267437	52267679	T	220.28665671303725
chr17	79516768	79516987	N	220.27596050135548
chr16	11676635	11677138	T	220.27233334126868
chr16	88878075	88878572	N	220.24305123934687
chr15	40693919	40694171	T	220.22999119302085
chr16	68642472	68642724	T	220.21675587452432
chr18	5019508	5019795	N	220.20401152119348
chr22	49024309	49024696	N	220.1925955345712
chr14_GL000194v1_random	173052	173452	N	220.18439443675152
chr14	19402133	19402509	N	220.1760732568125
chr10	93065939	93066093	T	220.16771470113417
chr16	17259342	17259595	T	220.1655573645085
chr2	36140820	36141071	N	220.15509068547408
chr20	33186131	33186606	N	220.13121277382515
chr20	63696992	63697233	T	220.12256778532537
chr8	125385901	125386177	T	220.1071876904291
chr8	143577628	143577799	T	220.1012118712588
chr12	125324188	125324692	N	220.0917755278469
chr4	37480130	37480424	T	220.04474196241108
chr15	92330616	92331042	N	220.03645520167493
chr17	79790270	79790550	T	220.02317537337785
chr6	100049048	100049297	N	220.0197754550913
chr3	80934306	80934585	N	220.01278789080607
chr4	21193595	21193862	N	219.99396947647145
chr3	54440577	54441056	N	219.98233936977567
chrX	93163827	93164100	N	219.962195020808
chr7	68397045	68397275	N	219.95745571297584
chrX	69655120	69655458	N	219.9573121323574
chr7	156640202	156640362	T	219.91566521273035
chr17	32310362	32310862	T	219.88235001555995
chr2	208318719	208319078	T	219.87097509575096
chr12	113093137	113093379	T	219.84606316262216
chr11	58226599	58226821	N	219.8236070299072
chr19	45591142	45591458	T	219.8159992632136
chr20	57329890	57330243	T	219.8131950436823
chr2	6420103	6420591	N	219.79428126574703
chr6	153995661	153996130	N	219.76250798633416
chr7	62454026	62454436	N	219.7257035865612
chr11	89860212	89860413	N	219.70794606734103
chr19	5767208	5767556	T	219.68409168552125
chr3	193974006	193974487	T	219.65712518612645
chr7	132327991	132328412	N	219.65589375583204
chr14	98398726	98399195	N	219.64847040183213
chr3	161371458	161371747	T	219.64731794896989
chr12	57208167	57208567	T	219.64598671587896
chr13	44483382	44483662	N	219.618845067258
chr12	34398039	34398459	N	219.59762807194647
chrX	75216822	75217285	N	219.5897185439267
chr16	66924724	66924943	T	219.58595911465227
chr13	92053528	92053988	N	219.57741611908705
chr2	76445057	76445443	N	219.57036446268785
chr22	49826032	49826306	T	219.5691114120577
chr6	78336176	78336572	N	219.5581775330316
chr8	6321929	6322327	N	219.55432953951612
chr6	166532245	166532712	N	219.5377961726585
chr13	22701396	22701585	N	219.53305315412052
chr11	1161874	1162065	N	219.5169816168448
chr1	230327763	230328230	T	219.51044762053016
chr13	96343780	96343984	N	219.498887588084
chrX	49229928	49230376	T	219.49182949569376
chr4	182792136	182792502	N	219.48299044745363
chr16	89335619	89336117	T	219.444273588606
chr15	43133017	43133517	T	219.4313849745222
chr7	153092493	153092955	N	219.3949302719964
chr17	15081652	15082052	N	219.33899816053645
chr4	4073770	4074134	N	219.33210189555007
chr1	164249656	164250146	N	219.27840788727963
chr13	22942826	22943207	N	219.27472137180823
chr1	144489700	144490160	T	219.27277627254892
chr8	114342088	114342598	N	219.2718994395545
chr3	66770850	66771271	N	219.25343321599303
chr1	12173551	12174035	T	219.2450349273704
chr7	54718892	54719348	N	219.240799244828
chr7	115716850	115717198	N	219.2397754365056
chr17	7560363	7560588	T	219.23694691430185
chr8	5022991	5023272	N	219.2239143977763
chr16	84886894	84887399	T	219.2222286340766
chr7	147480773	147481206	N	219.21299822910464
chr7	609100	609584	T	219.205917928786
chr7	56941802	56942097	N	219.2000475303048
chr10	49238483	49238900	N	219.19622402198345
chr9	126612822	126613209	T	219.15724657589865
chr5	163737225	163737702	N	219.15055383464528
chr15	30903337	30903556	T	219.13133392477857
chr2	94894529	94894803	N	219.1229133390616
chr14	88191980	88192446	N	219.1181621685305
chr16	48624005	48624314	N	219.09686815921623
chr8	41403922	41404110	N	219.0923885847328
chr10	101029782	101030192	T	219.06967332820287
chr5	141432132	141432481	T	219.0679550291884
chr1	168387321	168387828	T	219.0626407162913
chr20	62891034	62891377	N	219.03470639372927
chr7	4832954	4833449	T	219.00625505078915
chr18	72965453	72965953	N	218.98185455549788
chr7	79497070	79497192	T	218.9784083941104
chr8	104155326	104155664	T	218.97547625044444
chr9	42971930	42972394	T	218.96933576114725
chr16	607987	608417	T	218.9609924620393
chr16	83518334	83518573	N	218.9523952226382
chr16	3012816	3013210	T	218.9487513335098
chr16	89723854	89724289	N	218.9406122213977
chr13	71165578	71166021	N	218.93734678524788
chr11	62921592	62921993	N	218.9210542570197
chrX	128652803	128653220	N	218.88526387311452
chr11	79718534	79718818	N	218.85246467885804
chr10	59876053	59876559	T	218.8519598280177
chr5	127031258	127031442	T	218.8204386992427
chr16	2816899	2817255	T	218.79670436748347
chr20	37931559	37932026	T	218.77496720752333
chr10	606544	606985	T	218.7669235695364
chr19	31306058	31306516	N	218.75516357403035
chr11	122983448	122983888	T	218.74675833332867
chr14_GL000194v1_random	22260	22688	N	218.7317664528191
chr17	83205419	83205655	T	218.6966150537773
chr19	8647899	8648410	N	218.68883734122392
chr7	52026131	52026521	N	218.6507263871631
chr9	96618532	96618686	T	218.6283335058913
chr6	35503505	35503828	T	218.6274091912237
chr12	24583880	24584317	T	218.62237071518348
chr9	6759577	6759913	T	218.61635776573075
chr14	74509377	74509838	T	218.5812578567468
chr1	175495784	175496167	N	218.57129712719416
chr7	54087872	54088284	N	218.5631236008403
chr3	132099808	132100211	N	218.5536178004727
chr2	110732929	110733239	T	218.54428583244544
chr7	56279030	56279261	N	218.48212908752976
chr13	19363858	19364120	N	218.4750659513604
chr22	41449601	41450066	T	218.46366278128696
chr12	127732088	127732522	N	218.4517883736285
chr19	24156449	24156678	N	218.4502911348136
chr8	131629376	131629634	N	218.42408724766733
chr12	130136963	130137157	N	218.4200381088101
chr10	99535781	99535988	T	218.39814759315504
chr12	26630597	26630894	N	218.3819909707911
chr4	186149872	186150343	N	218.3725044160392
chr2	135011262	135011592	N	218.34240066437087
chr17	3280339	3280563	N	218.33720393003364
chr8	131095020	131095494	N	218.32578179859047
chr4	180934011	180934217	N	218.31787392111528
chr3	97403468	97403697	N	218.2895231493508
chr19	3480054	3480413	N	218.2796778459492
chr4	27084672	27084902	T	218.25429922616604
chr7	128352355	128352774	T	218.25365999481983
chr13	22992185	22992372	N	218.23093977867893
chrX	47936346	47936846	T	218.2166232895836
chr11	61387201	61387555	N	218.2073332119826
chr4	10099535	10100024	T	218.19058560454687
chr7	2652418	2652843	N	218.1812426483348
chr6	77736214	77736390	N	218.13430287276617
chr12	113087046	113087454	T	218.10500871775292
chr16	64951178	64951611	T	218.08880550825847
chr7	35312598	35312708	N	218.080229051448
chr3	14573672	14574129	N	218.07856877589893
chr20	37670065	37670471	N	218.0682157320244
chr7	64808736	64809235	N	218.059660004044
chrX	62985221	62985478	N	218.05611287118563
chr5	172140128	172140525	T	218.0557611252775
chr5	167034521	167034866	N	218.05358564902303
chr21	9039089	9039290	N	218.03972940360487
chr15	19944713	19944861	N	218.03285362818409
chr11	33991024	33991524	T	218.0086716457677
chr20	32559752	32560052	N	218.0035882509844
chr22	41204515	41204974	N	218.00141138928663
chr2	228176611	228176870	N	217.9899424433709
chr2	31716423	31716734	N	217.98852016059573
chr16	88681064	88681423	T	217.9823455439448
chr6	98195975	98196130	N	217.9680361550395
chr16	5230568	5231028	N	217.9625735211605
chr6	156719457	156719896	T	217.93070748520995
chr1	237284044	237284358	N	217.90799992617983
chr2	111493227	111493575	N	217.9006566375449
chr6	124725753	124726113	N	217.8628362316704
chr4	304193	304550	N	217.85646214105984
chr16	30476015	30476245	N	217.82661365515605
chr17	78966894	78967278	T	217.82634000610324
chr10	71625060	71625549	T	217.8172221863488
chr11	76169302	76169757	T	217.79358206109373
chr9	76071646	76071889	N	217.78736861040989
chr2	219442484	219442816	T	217.7722890146706
chr14	99527879	99528195	T	217.7690067360454
chr2	236640359	236640771	N	217.7579441569937
chr11	38992810	38993065	T	217.75777841082024
chr3	87661205	87661436	N	217.74198579109492
chr22	37184158	37184503	T	217.7294107731368
chr10	129552153	129552517	T	217.7217169324704
chr10	132308763	132309130	T	217.7131093206476
chr22	37560095	37560439	T	217.6974769351882
chr11	131295306	131295695	N	217.69198838443663
chr12	81956233	81956468	N	217.6824287582815
chr9	126693331	126693707	T	217.63310375752823
chr7	67628704	67629055	N	217.5782316965781
chr22	50490777	50491224	T	217.5621401575236
chrX	12919062	12919394	T	217.5349744555217
chr8	27461386	27461718	N	217.52439074573115
chr8	1101641	1101900	N	217.5169271129789
chr17	820792	821057	T	217.4634976018997
chr14	22980243	22980741	T	217.4548094895663
chr5	2644728	2644948	N	217.45107693700425
chr15	21451854	21451968	N	217.435463645794
chr13	19380905	19381313	N	217.4006371430969
chr12	132451698	132452126	N	217.392754042734
chr10	92239533	92239634	T	217.38792809009576
chr10	120822485	120822717	N	217.38118103345096
chr1	175403231	175403581	N	217.3685412492482
chr12	98191666	98191892	N	217.3667972129192
chr7	14509549	14510002	T	217.3542935966844
chr17	44210546	44210865	T	217.3494255370233
chr19	56824452	56824869	N	217.33895764036487
chr5	3487587	3488050	N	217.33632036118345
chr9	23531413	23531869	N	217.3222539975745
chr10	3069088	3069377	T	217.31419656986964
chr2	54725094	54725603	T	217.2942267453318
chr2	228006143	228006612	N	217.2915573330754
chr5	161633368	161633816	N	217.2691688987834
chr16	30535898	30536284	T	217.2634680745182
chr9	114314106	114314478	T	217.251361498054
chr10	55688647	55689039	N	217.22430303385272
chr2	28379009	28379282	T	217.21972327466145
chr14	91836704	91836919	T	217.21053227763355
chr13	92182608	92182863	N	217.2052685589979
chr22	33201902	33202390	N	217.1892172577168
chr6	72137774	72138063	N	217.10670077536903
chr8	40410427	40410749	N	217.1018239523069
chrX	146756217	146756672	N	217.0952114041654
chr1_KI270712v1_random	131666	131852	N	217.0909802036372
chr11	8018729	8019065	T	217.08235532878464
chr11	100283661	100284144	N	217.06656147723243
chr7	2255594	2256050	T	217.055739185772
chr19	51985862	51986266	N	217.05231163697863
chr7	73769652	73769809	T	217.0496626481381
chr18	12407291	12407470	T	217.0385151325945
chr7	39811798	39812259	T	217.0295135189226
chr9	103878960	103879414	N	217.011600760412
chr1	35345448	35345819	N	217.01128423014484
chr9	14053121	14053622	T	216.9773822122088
chr22	44108859	44109238	T	216.9624970641471
chr19	17289366	17289865	T	216.9599041612009
chr3	133832179	133832688	T	216.9299023857204
chr5	127073534	127073694	T	216.9233533153269
chr6	116855770	116855960	N	216.89405839229403
chr19	43866818	43867042	N	216.8831775042117
chr3	308869	309190	T	216.8566842648397
chr18	67740253	67740488	N	216.82432210662228
chr22	50267811	50267977	T	216.7909343141373
chr6	14733153	14733621	T	216.7799909547416
chr21	42548747	42549151	T	216.7785851519193
chr7	77509925	77510179	N	216.77548994760173
chr2	43159050	43159314	T	216.7710649797832
chr4	10456732	10456889	T	216.7707807624577
chr13	112213855	112214079	N	216.75360518932305
chr12	113603461	113603869	N	216.74890986981632
chr6	102722139	102722550	N	216.72652197498385
chr5	167727257	167727599	N	216.69103642584923
chr20	31996526	31996864	N	216.68949725317225
chr8	82441517	82441904	N	216.68929144069853
chr2	103143793	103144058	N	216.6811221608432
chr11	11429307	11429675	N	216.67067633283864
chr20	10000822	10001147	N	216.65925616561825
chr3	118659688	118659957	N	216.6578174246888
chr7	156358463	156358942	N	216.64929707694887
chr3	35055992	35056260	N	216.6468563250401
chr1	85049808	85050239	T	216.6359138438479
chrX	140127027	140127456	N	216.63108505666992
chr21	20627227	20627564	N	216.6172538145306
chr5	169255653	169256122	N	216.5986416635033
chr14	100350339	100350674	T	216.58698705768347
chr10	20378055	20378439	N	216.57139622036243
chr9	22006054	22006181	T	216.55217970932563
chr4	183399519	183399951	T	216.54888969303192
chr11	70544896	70545244	N	216.53431736342804
chr20	62228471	62228947	N	216.5301747128524
chr16	68711433	68711832	T	216.5291553353461
chr4	1614720	1615051	N	216.51563337937728
chr4	170788710	170788993	N	216.51458421070487
chr12	126726894	126727084	N	216.49081819511025
chr22	47299796	47300276	N	216.47519711145603
chr11	89876448	89876676	N	216.46566470370817
chr19	8605261	8605752	N	216.45105829255408
chrX	154344438	154344852	T	216.4148168536335
chrX	51205292	51205552	N	216.40295857017327
chr3	182230437	182230787	T	216.39971067066017
chr15	78019034	78019499	T	216.3747326600944
chr2	136327228	136327514	T	216.37457489493545
chr22	32269875	32270137	T	216.3674557975905
chr6	156113050	156113537	N	216.3653569095568
chr17	56092334	56092573	N	216.3618946792601
chr15	58750476	58750861	N	216.34873224447188
chr7	146222576	146222948	N	216.344109651438
chr16	26086387	26086600	N	216.29897655694504
chr19	58438565	58438975	N	216.28772300562696
chr17	78171205	78171598	T	216.2735282209021
chr14	77214325	77214801	N	216.2597962353828
chr7	53434136	53434628	N	216.25448008218564
chr2	142172732	142172961	N	216.2369254859809
chr19	49852152	49852425	T	216.2312658504825
chr11	39747484	39747739	N	216.198254007732
chr5	75098046	75098282	N	216.19525763281783
chr8	68322696	68323098	N	216.1715816670176
chr4	179123591	179123981	N	216.1639649256167
chr12	124367815	124368285	N	216.12973079655785
chr3	126655460	126655954	N	216.12902083091103
chr1	10433666	10434098	T	216.10456688100496
chr11	9383991	9384216	N	216.09301746749315
chr7	56561593	56561828	N	216.0914884526624
chrX	41009717	41010129	T	216.06916240789
chr8	5561501	5561935	N	216.068322843702
chrX	3106048	3106431	N	216.06153294490264
chr16	18303345	18303818	N	216.0588014229961
chr4	44167845	44168139	N	216.01197053885696
chr17	53713586	53713861	N	216.00685023055576
chr1	37926349	37926580	T	215.9908979301508
chr19	855740	856102	N	215.99042598804385
chr11	67370182	67370694	T	215.98580475903145
chr16	33706735	33707056	N	215.97757183514568
chr9	136846086	136846217	T	215.9664243083403
chr19	56046578	56046872	N	215.9627873959621
chr20	49376957	49377237	N	215.95776938029485
chr5	33122267	33122691	N	215.9496024565924
chr8	77940545	77940815	N	215.9420774106486
chr6	83334183	83334444	N	215.9264712602476
chr1	175654512	175654923	N	215.9144098879383
chr7	76215665	76216102	N	215.90298235136152
chr17	4934055	4934507	T	215.8645315741153
chr20	24208124	24208277	N	215.86319136459952
chr7	73667096	73667441	N	215.8611198758836
chrX	25929740	25930018	N	215.8391732605428
chr5	140796369	140796485	N	215.82549907464795
chr7	1073342	1073669	T	215.82418740701632
chr8	144395175	144395480	T	215.79347674794823
chr8	42277084	42277533	T	215.7888302201377
chr1	22277731	22278237	T	215.7866522069244
chr10	65794966	65795179	N	215.781109671477
chr10	54863269	54863536	N	215.76873368132945
chr13	58799539	58799841	N	215.76450067898887
chr8	82943166	82943440	N	215.73139908866096
chr9	125142452	125142816	T	215.70983096473992
chr10	131420161	131420654	N	215.70556002811327
chr11	20591914	20592312	N	215.6922226600841
chr21	23269279	23269534	N	215.67825631743744
chr10	29631408	29631835	T	215.6765120351365
chr19	46541927	46542379	T	215.65132989232825
chr19	2901543	2901917	N	215.6504297679417
chr4	1365717	1366186	T	215.6311844209272
chr2	140730746	140731023	N	215.6254917592296
chr13	71738939	71739312	N	215.60748690893703
chrX	146527956	146528173	N	215.5988755774024
chr15	93036736	93037026	T	215.5933316190917
chr15	54834190	54834450	N	215.56412888503905
chr20	34164018	34164506	T	215.54185486456709
chr15	73323154	73323555	N	215.54081501616383
chr8	119164185	119164478	N	215.53967057474932
chr10	6501485	6501811	N	215.473093393342
chr2	42770784	42771114	T	215.465039196818
chr6	106628194	106628669	T	215.4639292341685
chr18	22171373	22171597	T	215.45313706193588
chr6	28258957	28259313	T	215.43591899012927
chr8	105387475	105387739	N	215.41624473469665
chr10	100735502	100735644	T	215.40678295627367
chr12	72248140	72248441	N	215.4061235930172
chr9	137888802	137889311	N	215.4024829579412
chr20	51318423	51318767	T	215.40196512937013
chr20	63885543	63885983	T	215.3957701588222
chr7	32451912	32452281	N	215.3773533066128
chr7	154750430	154750785	N	215.37464006237497
chr14	101560497	101560602	T	215.3742164328287
chrX	154397132	154397513	T	215.37312115228747
chr3	64791655	64791829	N	215.37060346171663
chr14_GL000194v1_random	24687	24901	N	215.3305857299515
chr7	1676722	1677193	N	215.3047154324549
chr4	136299410	136299783	N	215.3011779917424
chr3	50821265	50821599	N	215.30004480776188
chr5	101820736	101820969	N	215.28550133085585
chr18	77621468	77621898	N	215.26218024588863
chr10	108813572	108813877	N	215.2379905898349
chr16	30561449	30561591	T	215.2348964819644
chr21	42660756	42661117	T	215.2260559801266
chr22	49071756	49072264	N	215.2256458406505
chr8	142472855	142473216	T	215.2130842377872
chr8	61273638	61273836	N	215.2054337985819
chr7	73610971	73611278	T	215.19504071003007
chr8	6599193	6599441	N	215.18546004817927
chr1	18365484	18365692	N	215.1810223678351
chr15	36471340	36471764	N	215.177261613524
chr1	31848489	31848975	T	215.1572156717096
chr1	67307685	67307843	T	215.14922667714563
chr1	109376030	109376293	N	215.113723549146
chr12	30517988	30518427	T	215.107525526016
chr8	141652101	141652550	N	215.1062085759688
chr1	1149092	1149387	T	215.10604234905304
chr2	9678598	9678851	T	215.09970415527505
chr5	52689758	52690196	T	215.09221408080407
chr1	239352811	239353251	T	215.08126647877907
chr16	12406672	12407174	T	215.08098827561844
chr2	100878001	100878418	T	215.07021850055503
chr8	119831927	119832229	N	215.00304601066728
chr7	294612	294800	N	214.99602002545635
chr8	104540764	104540978	T	214.9913911802064
chr12	110512859	110513259	N	214.9811849378516
chr13	52300133	52300350	N	214.9609341089388
chr7	68593957	68594263	N	214.95394602954548
chr3	56492502	56492980	N	214.95021085869348
chr3	89537012	89537358	T	214.9268850880021
chrX	128449928	128450212	N	214.9176605213984
chr6	49997311	49997704	N	214.91368602389457
chr17	3332425	3332673	N	214.90924180879009
chr10	69335094	69335403	T	214.9053274630232
chr16	3101354	3101856	T	214.90511825349404
chr11	44520263	44520548	T	214.8960175953871
chr15	99014358	99014679	T	214.88943801602383
chr11	46918850	46919234	T	214.8774829124518
chr10	54153026	54153351	N	214.8420949810597
chr1	175599705	175599997	N	214.83724559143548
chr1	40508333	40508639	T	214.8338994278438
chr6	166797657	166798035	N	214.8309071165245
chr9	1046219	1046623	T	214.7997007800164
chr8	7341754	7342238	N	214.78768939160184
chr22	49282636	49282843	N	214.7824746700057
chr19	8697398	8697609	N	214.76188792443872
chr13	26895476	26895787	T	214.75000956026952
chr2	218600390	218600871	T	214.7487144870829
chr10	20591120	20591458	N	214.7352638321613
chr14	40387967	40388242	N	214.7347242038896
chr9	25235064	25235288	N	214.70311707342373
chr1	75536036	75536525	T	214.70149464979568
chr22	19480727	19481120	N	214.66700114295412
chrX	109818282	109818492	N	214.66198153618825
chrX	57733784	57734270	N	214.6461449131425
chr21	23741832	23742069	N	214.6404680203209
chr6	100453927	100454427	T	214.61801718057723
chr17	1948706	1949151	T	214.6065918818813
chr1	212558288	212558475	T	214.57058267847376
chr8	6633486	6633846	T	214.54593393091773
chr5	154770877	154771098	T	214.5398179890625
chr20	63336367	63336615	N	214.53426311151543
chr16	32925442	32925554	N	214.5181731402656
chr2	235042078	235042554	T	214.51467197725515
chr16	88955898	88956299	N	214.5031906666597
chr1	32900957	32901165	T	214.4791310974688
chr22	19714120	19714339	T	214.4763356060757
chr16	88702681	88703035	T	214.46008364392992
chr7	159234459	159234715	N	214.455464304075
chr16	86262435	86262660	N	214.42308671193248
chr12	111012263	111012522	N	214.4122483164884
chr8	109691013	109691360	N	214.38661542379168
chr8	142258117	142258365	N	214.3770382697085
chr13	22926882	22927160	T	214.36723381917184
chr18	75620128	75620395	N	214.36021491036217
chr19	47272754	47273233	T	214.35014612879783
chrX	137740140	137740415	N	214.32899643260723
chr7	4873822	4874103	T	214.32605423719588
chr11	63982107	63982607	T	214.2976265697025
chr7	142909424	142909568	N	214.29140362482167
chr8	76037824	76038333	T	214.28832766918185
chr1	49257353	49257538	N	214.276879240816
chr1	44013340	44013511	T	214.2652277449833
chr17	30971813	30972197	T	214.26075491776464
chr13	91017896	91018282	N	214.2502846301232
chr15	72197822	72198005	T	214.23747041807644
chr5	80652545	80652836	T	214.231888167142
chr3	10170848	10171246	T	214.22571465454803
chr6	163309689	163309953	T	214.221936582353
chr7	145201228	145201462	N	214.2141506633148
chr10	19264475	19264744	N	214.2074292880457
chr7	115834106	115834403	N	214.204247605222
chr9	113303103	113303499	T	214.18759554901453
chr9	135283347	135283766	N	214.1443859500692
chr20	63773784	63774139	T	214.13211793622304
chr7	28662094	28662489	T	214.11835183137123
chr13	18568110	18568340	T	214.1167782445027
chr1	237344041	237344315	N	214.09891082153467
chr2	25601707	25602070	T	214.09024147586
chr14	91556786	91557271	N	214.0772058233033
chr7	101191720	101192174	T	214.075698729936
chr12	132886826	132887108	N	214.06437532553943
chr3	13461441	13461825	T	214.04914611275217
chr14	82893581	82893808	N	214.042168585014
chr5	179412826	179413282	N	214.03728196899192
chr6	27681137	27681381	T	214.03000328313732
chr3	86197677	86198172	N	214.02597676434016
chr16	31177360	31177771	T	214.02463092077232
chr3	161105418	161105530	T	214.0193441129311
chrX	5566743	5566986	N	214.0112898096918
chr6	163608432	163608673	T	213.9891525995652
chr2	153012503	153012851	N	213.977875287912
chr4	159390961	159391131	T	213.961078749466
chr19	2165738	2165991	T	213.9568326857543
chrX	101191452	101191664	T	213.94209680951303
chrX	109054398	109054626	N	213.93960063851728
chr7	157794227	157794419	N	213.93040025303048
chr17	13262737	13263178	N	213.9029324970452
chr3	86720998	86721403	N	213.89920765379657
chr15	93354602	93354815	N	213.895383026184
chr17	81528997	81529233	N	213.88823444272492
chr16	29148807	29149048	T	213.88379233000185
chr4	167677177	167677449	N	213.8837215791173
chr11	125717308	125717646	N	213.8563498868052
chr18	42628155	42628421	N	213.8506165851859
chr10	126585888	126586385	T	213.84212784724943
chr15	98221957	98222466	N	213.81563278294016
chr22	24823114	24823557	N	213.8145100820548
chr19	8003563	8003903	T	213.7921705259464
chr9	134502330	134502833	T	213.79119012813044
chr4	8613929	8614366	N	213.7185988250742
chr18	14011473	14011837	N	213.7103348812741
chr9	136645038	136645297	T	213.69499861827103
chr20	61163323	61163776	N	213.6636738270754
chr14	104546934	104547314	N	213.6313008858824
chr16	34135464	34135832	N	213.628694048743
chr16	17747752	17748238	N	213.6133614908008
chr7	131614325	131614817	T	213.59759394038247
chr17	80925483	80925932	T	213.5844991060835
chr4	164694973	164695406	N	213.5491880871396
chr15	26891950	26892323	T	213.54412631643345
chr6	3315447	3315858	T	213.5347347607904
chr1	1251027	1251329	T	213.52870654972548
chr7	4305088	4305460	N	213.51290221855925
chr11	5974139	5974394	N	213.51118386511823
chr16	30896649	30896981	T	213.43123589781607
chr16	34132870	34133164	N	213.42259618292564
chr11	124042606	124043004	N	213.4195621816766
chrX	373121	373417	T	213.40361424289856
chr2	129057693	129058030	N	213.3906529820952
chr7	126351410	126351683	N	213.3782239868151
chr2	169364841	169365266	T	213.3687755990743
chr6	168466383	168466884	N	213.3675827510492
chr6	29016195	29016492	T	213.36509469568185
chr5	179314131	179314575	N	213.36332357154515
chr9	136046786	136047266	T	213.3594685594344
chr16	2532846	2533255	T	213.3571952320972
chr6	37070885	37071244	T	213.33307782072688
chr19	18733261	18733621	T	213.30773475751857
chr6	30172093	30172359	T	213.3031657332849
chr9	9090978	9091340	N	213.28337419973195
chr7	9297477	9297678	T	213.2349630032313
chr16	85447228	85447678	T	213.2069015751465
